   7.3808462e-01   0.0000000e+00   2.7277665e+00
   7.3808462e-01   2.7277665e+00   2.5850773e+00
   7.3808462e-01   5.3128438e+00   2.3300405e+00
   7.3808462e-01   7.6428843e+00   1.8658213e+00
   7.3808462e-01   9.5087056e+00   1.2106800e+00
   7.3808462e-01   1.0719386e+01   6.6205988e-01
   7.3808462e-01   1.1381445e+01   3.5046226e-01
   7.3808462e-01   1.1731908e+01   1.8968960e-01
   7.3808462e-01   1.1921597e+01   1.0500855e-01
   7.3808462e-01   1.2026606e+01   5.8998012e-02
   2.8825959e-01   1.2085604e+01  -1.2209734e+00
   2.8825959e-01   1.0864631e+01  -1.1649001e+00
   2.8825959e-01   9.6997305e+00  -1.0911392e+00
   2.8825959e-01   8.6085912e+00  -9.9421266e-01
   2.8825959e-01   7.6143786e+00  -8.7026605e-01
   2.8825959e-01   6.7441125e+00  -7.2229728e-01
   2.8825959e-01   6.0218152e+00  -5.6472607e-01
   2.8825959e-01   5.4570891e+00  -4.1858517e-01
   2.8825959e-01   5.0385040e+00  -2.9891267e-01
   2.8825959e-01   4.7395913e+00  -2.0903074e-01
   7.8852307e-02   4.5305606e+00  -6.3843581e-01
   7.8852307e-02   3.8921248e+00  -5.1122094e-01
   7.8852307e-02   3.3809038e+00  -4.0116386e-01
   7.8852307e-02   2.9797400e+00  -3.1364818e-01
   7.8852307e-02   2.6660918e+00  -2.4667248e-01
   7.8852307e-02   2.4194193e+00  -1.9584402e-01
   7.8852307e-02   2.2235753e+00  -1.5703164e-01
   7.8852307e-02   2.0665436e+00  -1.2704922e-01
   7.8852307e-02   1.9394944e+00  -1.0359252e-01
   7.8852307e-02   1.8359019e+00  -8.5020650e-02
   4.7072288e-01   1.7508813e+00   1.4023850e+00
   5.7072288e-01   3.1532663e+00   1.6997050e+00
   5.7072288e-01   4.8529713e+00   1.3613107e+00
   5.7072288e-01   6.2142820e+00   9.4265008e-01
   5.7072288e-01   7.1569321e+00   5.7803310e-01
   5.7072288e-01   7.7349652e+00   3.3804084e-01
   5.7072288e-01   8.0730060e+00   1.9716643e-01
   5.7072288e-01   8.2701724e+00   1.1600161e-01
   5.7072288e-01   8.3861741e+00   6.8822561e-02
   5.7072288e-01   8.4549966e+00   4.1077320e-02
   5.3948510e-01   8.4960739e+00  -1.9924941e-01
