   1.7931489e-01   2.9365095e+00  -1.0899758e-01
   4.8559261e-01   6.6426741e+00   2.7465209e-01
   5.8142957e-01   8.8276462e+00  -1.6308581e-01
   5.4411147e-01   1.0202180e+01  -5.9386553e-01
   1.0254089e-02   3.5554459e+00  -4.0913145e-01
   6.4842960e-01   9.9423624e+00   2.6536409e-02
   6.4844109e-02   3.9761293e+00  -5.1534253e-01
   8.8515261e-01   1.5788184e+01   1.9325601e-01
   3.2003409e-01   4.5274568e+00   5.5359135e-02
   4.9449742e-01   7.2314774e+00  -2.4553442e-03
   7.7328330e-01   1.2762337e+01   2.8890830e-01
   6.9932899e-01   1.0833241e+01   1.0306689e-01
   5.4047114e-01   6.6773467e+00   5.9685334e-01
   7.3286321e-01   1.1718118e+01   8.6186392e-02
   4.8613267e-01   7.1099692e+00  -2.4982730e-01
   8.7480192e-01   1.5349017e+01   1.0136174e-01
   3.4354555e-01   5.5259768e+00  -3.2705319e-01
   1.1300027e-01   2.5011224e+00  -1.0683383e-01
   5.6286101e-01   9.5648182e+00  -3.4034262e-01
   4.4368178e-01   8.7671901e+00  -5.1426425e-01
   7.3808462e-01   1.2125063e+01  -1.1935347e-01
   5.5965985e-01   8.3111117e+00  -7.7428208e-02
   9.4753560e-01   1.7524883e+01   1.0733872e-01
   3.3863212e-01   4.4539005e+00   2.2634255e-01
   7.2977056e-01   1.1830164e+01   1.3574819e-01
   2.3086411e-01   3.6800093e+00  -8.3723710e-02
   8.7091605e-01   1.5620089e+01  -5.3170660e-02
   6.9329700e-02   2.0082171e+00  -2.1783921e-01
   1.8549115e-01   3.3507686e+00  -2.0785571e-01
   2.3086411e-01   4.9466272e+00  -4.7588544e-01
   3.8167726e-01   5.3120875e+00   9.7786009e-02
   6.3020425e-01   1.0951229e+01  -5.6498967e-01
   2.5995972e-01   4.8860660e+00  -3.7872887e-01
   1.3947519e-01   2.0338719e+00   3.2331357e-02
   4.7267197e-01   6.6518554e+00   1.5190966e-01
   2.1025310e-01   3.6379823e+00  -2.1796128e-01
   5.2433614e-01   7.4093795e+00   1.2858899e-01
   4.5043279e-01   7.0939369e+00  -2.5470632e-01
   7.3661870e-01   1.1456562e+01   3.4489185e-01
   4.4212865e-01   5.9654307e+00   6.0521302e-02
   7.2759312e-01   1.1705140e+01  -5.2045906e-02
   1.4573753e-01   2.2237684e+00  -2.6355199e-02
   2.8597053e-01   4.0290937e+00   6.7366766e-02
   4.4466935e-01   6.0476449e+00  -1.0605679e-01
   3.4354555e-01   5.7328531e+00  -2.0687626e-01
   7.2540826e-01   1.1977099e+01  -1.0689521e-01
   5.2187245e-01   6.3816577e+00   3.6498769e-01
   7.1731549e-01   1.1413155e+01   3.0069237e-01
   4.1628147e-01   6.6406218e+00  -2.3609621e-01
   4.7812925e-01   6.8126034e+00   9.9709621e-02
   3.1611930e-01   6.0548517e+00  -3.3082931e-01
   5.5619642e-02   2.7102226e+00  -2.9412636e-01
   2.0318311e-01   3.8220622e+00  -6.7984364e-02
   6.5492095e-01   1.0336797e+01  -4.3220356e-02
   3.9865816e-01   5.5342547e+00   1.8583285e-03
   7.3186767e-01   1.2000505e+01  -4.1342078e-02
