   7.3808462e-01   1.1649535e-01   2.5416199e+00
   7.3808462e-01   2.6581152e+00   2.8243428e+00
   7.3808462e-01   5.4824580e+00   2.3401335e+00
   7.3808462e-01   7.8225915e+00   1.7732815e+00
   7.3808462e-01   9.5958729e+00   1.0533961e+00
   7.3808462e-01   1.0649269e+01   6.6827871e-01
   7.3808462e-01   1.1317548e+01   3.7835700e-01
   7.3808462e-01   1.1695905e+01   9.0758712e-02
   7.3808462e-01   1.1786663e+01   3.3839943e-01
   7.3808462e-01   1.2125063e+01  -1.1935347e-01
   2.8825959e-01   1.2005709e+01  -1.0549054e+00
   2.8825959e-01   1.0950804e+01  -1.2566961e+00
   2.8825959e-01   9.6941079e+00  -1.0341689e+00
   2.8825959e-01   8.6599390e+00  -1.0058924e+00
   2.8825959e-01   7.6540466e+00  -8.3431224e-01
   2.8825959e-01   6.8197344e+00  -7.5787058e-01
   2.8825959e-01   6.0618638e+00  -7.3891275e-01
   2.8825959e-01   5.3229511e+00  -1.7193092e-01
   2.8825959e-01   5.1510202e+00  -6.4917428e-01
   2.8825959e-01   4.5018459e+00  -3.5793017e-03
   7.8852307e-02   4.4982666e+00  -6.5725904e-01
   7.8852307e-02   3.8410075e+00  -2.9945262e-01
   7.8852307e-02   3.5415549e+00  -4.7705009e-01
   7.8852307e-02   3.0645048e+00  -3.7160296e-01
   7.8852307e-02   2.6929019e+00  -3.6583147e-01
   7.8852307e-02   2.3270704e+00  -1.1054505e-01
   7.8852307e-02   2.2165253e+00  -1.3519257e-01
   7.8852307e-02   2.0813328e+00  -1.9754772e-01
   7.8852307e-02   1.8837851e+00  -8.1553722e-02
   7.8852307e-02   1.8022313e+00  -9.8273334e-03
   4.7072288e-01   1.7924040e+00   1.5166436e+00
   5.7072288e-01   3.3090476e+00   1.4341041e+00
   5.7072288e-01   4.7431517e+00   1.5292970e+00
   5.7072288e-01   6.2724487e+00   9.2590248e-01
   5.7072288e-01   7.1983512e+00   4.3446735e-01
   5.7072288e-01   7.6328186e+00   5.9179824e-01
   5.7072288e-01   8.2246168e+00  -5.2143903e-03
   5.7072288e-01   8.2194024e+00   1.4196229e-01
   5.7072288e-01   8.3613647e+00   4.9127886e-02
   5.7072288e-01   8.4104926e+00   6.4666941e-02
   5.3948510e-01   8.4751595e+00  -2.8472729e-01
   5.3948510e-01   8.1904322e+00   9.3693512e-02
   5.3948510e-01   8.2841257e+00  -1.2145779e-01
   5.3948510e-01   8.1626680e+00   8.3091522e-02
   5.3948510e-01   8.2457595e+00  -4.1301435e-01
   5.3948510e-01   7.8327451e+00   1.6669027e-01
   5.3948510e-01   7.9994354e+00  -1.9541933e-01
   5.3948510e-01   7.8040161e+00   2.7680622e-01
   5.3948510e-01   8.0808223e+00  -6.7507983e-02
   5.3948510e-01   8.0133143e+00   2.1950042e-02
   2.2610505e-01   8.0352643e+00  -9.5595589e-01
   1.2610505e-01   7.0793085e+00  -8.5467812e-01
   1.2610505e-01   6.2246303e+00  -1.0412835e+00
   1.2610505e-01   5.1833469e+00  -6.8604782e-01
   1.2610505e-01   4.4972990e+00  -4.9159045e-01
   1.2610505e-01   4.0057086e+00  -4.0392302e-01
   1.2610505e-01   3.6017856e+00  -4.8838851e-01
   1.2610505e-01   3.1133970e+00  -4.4822090e-01
   1.2610505e-01   2.6651761e+00   1.6973293e-01
   1.2610505e-01   2.8349091e+00  -3.6774082e-01
   8.4753560e-01   2.4671682e+00   3.3187860e+00
   9.4753560e-01   5.7859542e+00   3.2231761e+00
   9.4753560e-01   9.0091303e+00   3.3004179e+00
   9.4753560e-01   1.2309548e+01   2.5117340e+00
   9.4753560e-01   1.4821282e+01   1.5332819e+00
   9.4753560e-01   1.6354564e+01   8.1976035e-01
   9.4753560e-01   1.7174325e+01   2.3596165e-01
   9.4753560e-01   1.7410286e+01   1.1459662e-01
   9.4753560e-01   1.7524883e+01   1.0733872e-01
   9.4753560e-01   1.7632222e+01   1.7393841e-01
   3.3081159e-01   1.7806160e+01  -1.4517938e+00
   3.3081159e-01   1.6354366e+01  -1.3121526e+00
   3.3081159e-01   1.5042214e+01  -1.4722319e+00
   3.3081159e-01   1.3569982e+01  -1.2192077e+00
