EpiOrStroma,Mean.Layer.1,Mean.Layer.2,Mean.Layer.3,Standard.deviation.Layer.1,Standard.deviation.Layer.2,Standard.deviation.Layer.3,Skewness.Layer.1,Skewness.Layer.2,Skewness.Layer.3,Ratio.Layer.1,Ratio.Layer.2,Ratio.Layer.3,Min..pixel.value.Layer.1,Min..pixel.value.Layer.2,Min..pixel.value.Layer.3,Max..pixel.value.Layer.1,Max..pixel.value.Layer.2,Max..pixel.value.Layer.3,Mean.of.inner.border.Layer.1,Mean.of.inner.border.Layer.2,Mean.of.inner.border.Layer.3,Mean.of.outer.border.Layer.1,Mean.of.outer.border.Layer.2,Mean.of.outer.border.Layer.3,Border.Contrast.Layer.1,Border.Contrast.Layer.2,Border.Contrast.Layer.3,Contrast.to.neighbor.pixels.Layer.1..3.,Contrast.to.neighbor.pixels.Layer.2..3.,Contrast.to.neighbor.pixels.Layer.3..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.1..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.2..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.3..3.,StdDev..to.neighbor.pixels.Layer.1..3.,StdDev..to.neighbor.pixels.Layer.2..3.,StdDev..to.neighbor.pixels.Layer.3..3.,Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Mean.Diff..to.neighbors.Layer.1..0.,Mean.Diff..to.neighbors.Layer.2..0.,Mean.Diff..to.neighbors.Layer.3..0.,Mean.Diff..to.neighbors..abs..Layer.1..0.,Mean.Diff..to.neighbors..abs..Layer.2..0.,Mean.Diff..to.neighbors..abs..Layer.3..0.,Rel..border.to.brighter.objects.Layer.1,Rel..border.to.brighter.objects.Layer.2,Rel..border.to.brighter.objects.Layer.3,Mean.diff..to.scene.Layer.1,Mean.diff..to.scene.Layer.2,Mean.diff..to.scene.Layer.3,Ratio.to.scene.Layer.1,Ratio.to.scene.Layer.2,Ratio.to.scene.Layer.3,HSI.Transformation.Hue.R.Layer.1.G.Layer.2.B.Layer.3.,Area..Pxl.,Border.length..Pxl.,Length..mu_m.,Length.Width,Number.of.pixels,Rel..Border.to.Image.Border,Volume..Pxl.,Width..mu_m.,Asymmetry,Border.index,Compactness,Density,Elliptic.Fit,Radius.of.largest.enclosed.ellipse,Radius.of.smallest.enclosing.ellipse,Rectangular.Fit,Roundness,Shape.index,Area..excluding.inner.polygons...Pxl.,Area..including.inner.polygons...Pxl.,Average.length.of.edges..polygon...Pxl.,Compactness..polygon.,Length.of.longest.edge..polygon...Pxl.,Number.of.edges..polygon.,Number.of.inner.objects..polygon.,Perimeter..polygon...Pxl.,Stddev.of.length.of.edges..polygon...Pxl.,Mean.of.sub.objects..stddev.Layer.1..1.,Area.of.sub.objects..mean..1...Pxl.,Area.of.sub.objects..stddev..1...Pxl.,Density.of.sub.objects..mean..1.,Density.of.sub.objects..stddev..1.,Asymmetry.of.sub.objects..mean..1.,Asymmetry.of.sub.objects..stddev..1.,Direction.of.sub.objects..mean..1.,Direction.of.sub.objects..stddev..1.,GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..,GLCM.Contrast..quick.8.11..Layer.1..all.dir..,GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..,GLCM.Entropy..quick.8.11..Layer.1..all.dir..,GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..,GLCM.Mean..quick.8.11..Layer.1..all.dir..,GLCM.StdDev..quick.8.11..Layer.1..all.dir..,GLCM.Correlation..quick.8.11..Layer.1..all.dir..,Number.of.sub.objects.Nucleus..1.,Number.of.sub.objects.Dark..1.,Area.of.sub.objects.Nucleus..1...Pxl.,Area.of.sub.objects.Dark..1...Pxl.,Rel..area.of.sub.objects.Nucleus..1.,Rel..area.of.sub.objects.Dark..1.,Rel..area.of.sub.objects.unclassified..1.
0,210.59547027,94.625432526,192.45918528,22.671285568,31.499910043,23.146917518,-0.85009289275,0.48805582495,0.17559350973,0.42315430197,0.19013304891,0.38671264913,97,1,99,255,229,255,195.37017167,97.44527897,190.9248927,184.01237113,88.264948454,180.77319588,9.1404958678,8.5479338843,8.7297520661,81.856088878,-146.8846498,7.801319209,72.758045712,111.88254654,70.379638136,48.288506127,69.081802613,43.082617886,218.1875,88.0625,188.3125,4.85049933,6.5141072873,5.7632320576,0.022230876333,0.073971409933,0.030604617631,16.069384089,-16.73338322,-1.2697124843,23.769333538,33.716102747,16.209481433,0.21487603306,0.6826446281,0.42644628099,16.750940871,-34.462217691,-7.6345462523,1.086414308,0.73303241919,0.9618451503,0.85939794644,12716,1210,2.56e+08,1.7902097902,12716,0,12716,1.43e+08,0.47222363141,2.563559322,2.8788927336,1.9969331744,0.53491664045,0.52874266518,1.6873448838,0.74396843624,1.1586022186,2.6825641687,12763.5,12763.5,6.7318891078,0.14357989339,63.198101237,157,0,1056.9065899,6.7201486359,16.497142579,1589.5,3845.6489049,1.407787622,0.40034874863,0.67221936688,0.18780523894,23.931904404,31.735020372,0.088673537162,313.49571104,12.267356105,8.4153035663,0.00036911393353,210.15078267,23.634753105,0.84817000913,0,6,0,731,0,0.057486631016,0.94251336898
1,170.6610323,122.3425898,211.16329611,56.885450902,60.747107219,38.060870183,-0.76884141967,-0.33892915036,-1.1676687718,0.3385010522,0.24266286696,0.41883608084,0,0,44,255,250,255,201.43693694,160.84984985,225.6021021,220.40573152,181.4494721,239.25037707,-17.654205607,-18.726635514,-13.031542056,-204.9001304,-292.06071871,-79.111217801,102.98446895,105.90178621,61.502224404,43.709766603,51.975996068,28.728384529,214.4375,171.6875,225.375,23.237816028,23.832013002,18.754582773,0.10836638194,0.13881041428,0.083215009532,-49.987830391,-58.523786653,-25.136931571,53.176503839,66.241205233,28.971765086,0.85163551402,0.84696261682,0.85163551402,-48.601002277,-21.875156705,-21.631727042,0.77834282906,0.84831855139,0.9070782238,0.75733329255,6626,856,203181639.61,2.9767289016,6626,0,6626,68256682.526,0.87960279197,2.2645502646,2.0930432644,1.3449606921,0.35073951102,0.017821077163,1.8187142691,0.64443382664,1.8008931919,2.6289846936,6632,6632,6.4882589292,0.15503449529,24.331050121,113,0,733.173259,4.0010958941,43.065307972,265.04,230.08267731,1.5307316703,0.35397749174,0.64834329041,0.20060771248,103.66408027,37.332873606,0.055692220621,813.34461027,20.309262166,9.469944457,0.00013762742325,170.6136407,56.962703406,0.93523665555,6,16,1922,2425,0.29006942348,0.36598249321,0.34394808331
0,178.35333333,133.66179487,193.47564103,70.62531889,64.909196748,56.322197396,-1.0317672682,-0.75895739792,-1.0164554603,0.35283202818,0.26441985296,0.38274811886,4,0,23,255,243,255,197.21941489,150.86037234,207.88297872,226.94312169,181.12830688,233.75793651,-27.584349593,-27.93597561,-24.265243902,-129.95903059,-127.34476819,-91.733152152,110.5198276,105.85378339,84.363922213,54.444898752,59.35052694,44.004315327,138.8125,86.625,168.5,66.201603785,69.900710833,56.017854297,0.47691384987,0.80693461279,0.33245017387,-48.814812503,-44.577009597,-36.857042328,48.814812503,44.577009597,36.857042328,1,1,1,-35.848517287,-33.606366574,-26.346353409,0.83264142124,0.79908688968,0.88014687303,0.79119618989,3900,984,232902013.32,4.6929180132,3900,0,3900,49628400.212,0.9475120302,2.9818181818,2.9637318788,0.93691574301,0,0.021296789257,1.8166486212,0.44055386919,1.795351832,3.9391525836,3946,3946,6.5682810708,0.072395169331,20.223748416,126,0,827.60341493,3.9212938228,52.41768583,390,549.76213038,1.5932744225,0.39236299112,0.58418883533,0.30515747833,14.750249571,30.992115442,0.057550667675,1521.2675613,26.736056008,9.1529243697,0.00035904787647,178.99503143,70.759972724,0.92091538426,2,6,400,749,0.10256410256,0.19205128205,0.70538461538
0,153.27530088,109.92820022,172.77543764,57.813060358,60.987658051,51.840300433,-0.17662034123,0.26482364489,-0.22174888614,0.35156583784,0.25214107943,0.39629308273,4,0,21,255,252,255,158.62800875,117.44930708,174.36688549,203.77012328,166.07251632,215.87817259,-41.449388209,-44.002224694,-38.491657397,-199.62154437,-327.92219463,-154.26021001,107.92215499,132.94920056,91.301555412,58.255959678,73.421198565,48.643847636,149.9375,106.3125,174.0625,58.35180883,58.52213123,55.199036167,0.38917421479,0.55047272174,0.3171219313,-58.323785833,-73.517288288,-48.109489819,58.323785833,74.128066283,48.40410775,1,0.99165739711,0.99165739711,-33.84061717,-42.916289783,-28.776756512,0.81914624088,0.71921598363,0.8572242955,0.78162027597,7312,1798,366383524.92,3.697689967,7312,0,7312,99084436.01,0.92575009445,4.280952381,4.9648392957,0.95738485218,0.16739606127,0.22430110757,2.7307309614,0.5975940138,2.5064298539,5.256680781,7357,7357,6.9776402432,0.039954681773,41.012193309,218,0,1521.125573,4.9393244686,41.436294456,235.87096774,142.36226891,1.3292960375,0.31313397903,0.78680151343,0.16009038933,20.130414493,36.712231318,0.039896498036,1850.2824355,31.904846503,9.8674175212,0.00012721416625,154.74807895,58.296852528,0.85310105034,5,23,1230,4848,0.1682166302,0.66301969365,0.16876367615
1,134.13751682,65.541995003,173.79876994,43.699058878,43.930071225,37.572778534,-0.089301396999,0.40218732836,-0.096830424659,0.35915747546,0.17549078006,0.46535174447,16,0,39,255,229,255,155.18622174,90.415500538,182.25511302,185.64592275,122.38197425,210.68776824,-28.082922824,-28.922824302,-26.84318555,-467.14810709,-1288.7274643,-232.30478516,110.12590535,136.19987973,80.261884495,44.170403403,57.526116324,34.761325665,108.1875,38.3125,151.4375,32.821903414,27.522079205,32.326399332,0.30337981203,0.71835769539,0.2134636357,-65.251597578,-91.365759679,-41.61620366,67.004427445,92.346461837,42.939980512,0.91461412151,0.91461412151,0.91461412151,-55.702896402,-83.871933287,-35.525560241,0.706580409,0.43866054359,0.83028461044,0.77227286984,10406,1218,2.46e+08,2.7954545455,10406,0,10406,8.8e+07,0.85558945933,2.6137339056,2.0803382664,1.6601847741,0.64578128003,0.41079457359,1.5422905562,0.80345461184,1.1314959826,2.9850072219,10414.5,10414.5,5.9868213012,0.12486785991,31.016124839,171,0,1023.7464425,4.1295299483,26.088861777,335.67741935,236.83795836,1.6798004169,0.32866666358,0.57812097284,0.23111325662,5.4478276775,44.793744145,0.036874334872,1108.0846342,25.301349683,9.7428081752,7.5028552677e-05,135.03975441,44.353752602,0.84756585058,9,22,4467,5939,0.42927157409,0.57072842591,0
1,149.23256627,88.027348395,185.87843604,48.707707521,56.033672209,38.959705109,-0.022099703674,0.48051708522,-0.21646629817,0.35268031372,0.20803443661,0.43928524967,6,0,25,255,251,255,149.42428035,88.565707134,183.77221527,153.39763113,92.752961083,185.63620981,-4.6230366492,-4.6505235602,-3.5248691099,-191.49001014,-199.54026683,-54.948319343,90.99902892,76.461958729,59.011888617,46.431176882,49.999034199,35.722502238,158.0625,101.5625,192.5,18.789853479,18.761558937,19.435791726,0.11887609951,0.18472919569,0.10096515182,-22.8280314,-14.660429327,-5.4589931766,41.362804058,37.49340025,23.183519277,0.69895287958,0.69895287958,0.69895287958,-16.264463869,-23.127818075,-10.347765698,0.90172353029,0.79193213587,0.9472661367,0.77091558093,14297,976,2.22e+08,1.8813559322,14297,0.21721311475,14297,1.18e+08,0.65916384422,1.9288537549,1.8322725047,1.9505927026,0.57375673218,0.52008385098,1.6730639391,0.80105777611,1.1529800882,2.0406445693,14295.5,14295.5,7.9249185922,0.24074306755,212,109,0,863.81612655,20.034305652,33.025462787,324.93181818,419.95488923,1.6466919625,0.34459042742,0.57053920257,0.22520451212,70.463468892,43.949930624,0.05590020903,668.48612534,18.710019739,9.6148665748,9.5058881193e-05,149.02409863,48.598339739,0.92654166427,11,29,2685,6799,0.18780163671,0.47555431209,0.3366440512
1,153.19820531,94.355490009,189.96323377,44.461613627,49.185632216,37.032123786,0.054006962355,0.46333485168,-0.20090362013,0.3501537772,0.21566134642,0.43418487638,4,0,35,255,255,255,165.94040316,108.60823839,196.63716039,163.08810069,105.43707094,192.59382151,5.9469632164,6.5457656116,5.9734816082,-41.748472208,-70.48002332,-14.08249983,74.274546312,85.319501685,61.415136575,45.509518086,53.955965951,37.432634707,130.625,65.875,167.625,18.92047502,20.343533985,18.220438387,0.14484574178,0.30882025025,0.10869761901,-10.437730806,-12.618354892,-7.4567573531,14.528016848,17.248764928,11.325551439,0.38665526091,0.60821214713,0.38665526091,-12.298824833,-16.799676461,-6.2629679669,0.92568552546,0.84886283747,0.968082917,0.76924328684,24071,1438,356978943.76,2.2346324803,24071,0.18706536857,24071,159748391.25,0.63640978953,2.1398809524,2.3691085529,1.8849588622,0.53554069212,0.47986718795,1.7051392916,0.7668140947,1.2252721037,2.31713762,23890.5,23890.5,7.3089325165,0.19676188802,273.0018315,169,0,1235.2095953,20.837799963,28.485298929,320.94666667,332.92268946,1.7084916431,0.3010340856,0.54085542028,0.22620709661,12.973134111,46.104527859,0.04791962571,815.08641001,21.092312277,9.6986536509,8.6153379725e-05,152.94279119,44.329806141,0.8902880311,31,38,8806,8514,0.36583440655,0.35370362677,0.28046196668
1,167.40496645,113.98883162,199.16259614,35.075357334,40.475287946,29.405288179,-0.23443692587,0.238012365,-0.58225630294,0.34835654768,0.237201779,0.41444167332,0,0,35,255,247,255,184.75960752,138.12837285,214.69746525,173.27813505,126.06832797,204.53376206,10.298726115,10.731210191,9.1878980892,-25.96652276,-73.945277751,-22.883151383,75.417660781,102.25970995,58.388927913,46.769895467,64.760698465,35.40266198,185.125,125.125,210.3125,13.683361246,15.751488025,12.687192114,0.073914172837,0.12588601818,0.060325430559,-5.5854848551,-12.811987279,-4.2621416654,24.916051137,39.183013368,15.992742522,0.23821656051,0.38089171975,0.45605095541,-8.3047680811,-5.9486893167,-3.5077335999,0.95273586803,0.95040176526,0.98269241677,0.77119050907,48888,1570,288913556.33,1.0581056087,48888,0,48888,273047939.59,0.049123640719,1.7720090293,1.6136322058,2.4528374463,0.89522991327,0.83045457812,1.2753705007,0.88285117376,0.44491592256,1.7751641791,48891,48891,6.9115610728,0.33478156332,59.033888573,196,0,1354.6659703,5.9927920008,24.735860982,376.06153846,404.6184861,1.6136795439,0.35415678635,0.63109537736,0.22602788828,91.864325089,49.438866908,0.077609938984,436.79647539,14.477853806,9.1437406186,0.00018566939897,167.15340991,35.012723075,0.9065568335,40,75,15311,20395,0.31318523973,0.4171780396,0.26963672067
0,199.95299605,127.40258342,199.1517761,35.484297006,45.320621416,34.30367769,-0.9539891567,0.21085940429,-0.43400036839,0.37977246459,0.24197683484,0.37825070057,24,0,41,255,253,255,202.12886598,147.96305842,212.00257732,192.54445385,140.13378493,204.53767993,8.9046052632,7.5828947368,7.4526315789,95.09846763,8.0984124306,22.060521007,86.434234168,114.80202941,73.562466596,55.004633536,68.54119212,45.258287109,207.625,101.5625,189.375,8.5868722478,5.7983699218,6.5847835955,0.041357602638,0.057091642307,0.034771134498,19.547397284,-4.8438779974,3.903044049,38.138084756,48.25372283,26.894483981,0.42368421053,0.42368421053,0.42368421053,5.0899259684,-27.129613435,-8.3902771867,1.0261205264,0.82444038209,0.95957312239,0.83517393842,16722,1520,211742378.11,1.3612089151,16722,0,16722,155554651.29,0.47704111233,2.9007633588,1.9697112659,2.1093318105,0.62528405693,0.5375892825,1.7428773791,0.83524871828,1.2052880966,2.9385933203,16759.5,16759.5,6.0290458444,0.12418050981,42,216,0,1302.2739024,4.1988541851,20.045906565,836.1,3071.5932169,1.4914333111,0.2583757851,0.67471977391,0.20222516469,12.628309946,43.98909916,0.070252126932,630.72597053,17.704708233,9.0697225238,0.00026638038192,199.12283875,35.584317436,0.86657143072,2,17,380,2121,0.022724554479,0.12683889487,0.85043655065
1,139.96251429,71.807542857,197.32114286,48.509806613,48.787169159,38.258841127,-0.28135499542,0.28791050228,-0.56028125975,0.34213034718,0.17552942439,0.48234022843,9,0,66,255,229,255,166.62414579,107.93621868,204.22323462,212.95663957,160.67750678,239.89430894,-38.904862579,-42.511627907,-31.915433404,-562.41053196,-1441.9244766,-189.13899126,114.40225308,137.81644454,70.578438511,36.870848838,54.769401176,27.070855159,246.875,237,251.625,7.7691296166,11.565033506,4.7153340285,0.031469892118,0.048797609731,0.018739529174,-87.194201244,-111.90140485,-40.433003036,87.194201244,111.90140485,40.433003036,1,1,1,-69.779360468,-76.521670598,-28.734093796,0.66730839729,0.48410924041,0.87288905924,0.75716810958,4375,544,1.15e+08,2.0535714286,4375,0.13051470588,4375,5.6e+07,0.62535250447,1.9154929577,1.472,1.8289511475,0.59542857143,0.011187413024,1.2791958862,0.78143587302,1.2680084732,2.0561267332,4304,5157.5,8.5351971362,0.44164619365,75.00666637,41,1,349.94308258,11.907105866,35.624002735,312.5,261.13044086,1.5317086949,0.32194049865,0.66006296414,0.22526539764,94.261486288,41.007402647,0.03950284706,1045.7680691,24.373360299,9.5293976402,9.0689259912e-05,140.84574152,49.225636417,0.88555872955,1,13,535,3840,0.12228571429,0.87771428571,0
0,231.23042546,193.45566679,237.62978191,20.045389956,29.056629535,17.020903878,-1.5363840848,-0.2920008461,-1.6438228136,0.34912408789,0.29208973291,0.3587861792,85,73,109,255,255,255,223.00206612,176.56198347,232.14049587,201.94213198,152.61725888,212.65583756,19.819115324,22.180094787,18.406793049,200.28554472,322.83624859,127.94963171,76.020168488,112.38586967,53.759915486,53.561911979,64.715186202,35.187225203,232.25,210.375,241.375,12.774486291,17.888107083,11.488445282,0.055003170252,0.085029623685,0.047595837523,35.767825385,48.873391499,27.808267569,36.977256422,52.451747402,28.653431892,0.046603475513,0.046603475513,0.046603475513,24.059638911,26.682303163,18.351647059,1.1161343224,1.1599913954,1.0836911855,0.80918889024,5594,1266,2.41e+08,2.1517857143,5594,0,5594,1.12e+08,0.71867839257,3.9316770186,4.8251698248,0.94745779828,0,0.01472449378,2.5460399962,0.17813372552,2.5313155024,4.2316767305,5593.5,5593.5,7.6909950704,0.060626090081,34,140,0,1076.7393098,5.9147439699,0,5594,0,0.94745779828,0,0.71867839257,0,80.206260558,0,0.11033757478,326.00719153,11.563253109,7.8586009493,0.0011175996852,229.22701337,22.718611515,0.82715437879,0,0,0,0,0,0,1
0,214.99008607,150.49155681,221.14119185,28.598211996,32.029309787,23.541039111,-2.147560241,-1.6550468065,-1.6539726515,0.36648775557,0.25653886604,0.37697337839,31,0,77,255,230,255,211.19359875,147.39188134,219.79625293,202.21783741,139.03314917,211.78926598,7.7866500312,7.4603867748,7.2083593263,119.08706627,138.7729462,72.373730777,75.306987804,92.985771205,60.154956618,50.440674428,58.211522734,39.955394173,215.5,149.375,215,17.259055594,16.851835953,14.958275302,0.080088425031,0.11281563818,0.069573373496,25.490605559,21.245499519,16.219147892,30.315920767,31.585430973,21.225219296,0.22395508422,0.3300062383,0.22395508422,33.844112366,33.249407484,17.853898707,1.186833368,1.2835960248,1.0878259454,0.81882251106,9179,1638,446185887.67,6.3200353643,9179,0.021367521368,9179,70598637.816,0.98432025655,2.925,3.4317590023,0.78333229234,0.027345026691,0.0081572309337,1.9993716909,0.47470944577,1.99121446,4.2742135933,9136.5,9136.5,6.5742946743,0.056933919008,46.043457733,216,0,1420.0476496,5.4730580286,40.793298304,4589.5,4165.5,1.1573098341,0.38786925521,0.93526755763,0.053233802306,5.031315859,15.896980159,0.098617197549,340.82393649,12.187534646,8.3063214901,0.00048601534505,214.2886535,29.498586194,0.89675063108,1,0,424,0,0.046192395686,0,0.95380760431
1,211.823252,125.45950379,230.82058643,34.155687055,41.124982048,24.830877668,-1.1844597672,-0.061071313724,-1.4388458183,0.37286042214,0.22083922848,0.40630034938,52,0,101,255,235,255,204.36926361,111.7886873,228.68729989,179.42449842,86.67687434,207.73389652,23.434640523,23.111111111,20.287581699,173.17432653,293.16196214,102.08340553,86.891113586,104.47939686,57.423519958,56.634189514,59.970512351,37.879393546,202.4375,128.5625,223.0625,42.810583899,54.406994897,32.805237291,0.21147556109,0.4231949044,0.14706746894,50.468337194,63.60025938,32.668531551,54.792643925,70.906654368,34.657570599,0.13480392157,0.080882352941,0.080882352941,18.757610992,17.10912702,12.141259692,1.0971566504,1.1579055609,1.055520839,0.80328217663,4877,1224,199388388.11,1.8354339682,4877,0,4877,108632831.02,0.54540521365,4.1632653061,4.4412805151,1.3326040563,0,0.014546855308,2.3004654944,0.47649557123,2.2859186391,4.381724306,4965.5,4965.5,5.984928662,0.056880838248,24.020824299,175,0,1047.3625158,3.4770264574,33.459888809,812.83333333,1487.9625238,1.6123231219,0.27677633467,0.64287899837,0.13684110279,79.429819375,34.708566188,0.08227086516,512.65168425,15.860804653,8.6632032391,0.0005750711513,209.59863549,35.062810726,0.88966475686,2,3,461,279,0.094525322944,0.057207299569,0.84826737749
1,117.67203755,53.619385943,156.39837605,47.839672422,49.991356977,41.315075155,0.41581531094,1.0965532974,0.10923052278,0.35909582086,0.16362848651,0.47727569264,8,0,25,255,230,255,161.48720682,114.96695096,181.64712154,217.43852013,177.62785637,230.07725789,-50.151227237,-54.834520982,-43.98178939,-724.9170672,-2118.8619305,-378.18603468,128.59393256,164.36973995,96.436502645,50.468932875,67.350774903,40.935573528,124.75,43.75,162.1875,42.215962621,38.951091127,33.332076799,0.33840450999,0.89031065434,0.2055156951,-99.538149942,-137.8018359,-70.273045607,99.538149942,137.8018359,70.273045607,1,1,1,-80.832420927,-107.93873561,-56.903262793,0.59279291989,0.33188913951,0.73322632164,0.77053460626,7882,1282,230641531.76,2.6889148552,7882,0.014820592824,7882,85774947.957,0.77441826793,3.1890547264,2.5099296351,1.4664950177,0.26617609744,0.12124311964,1.7306215898,0.61117355913,1.6093784702,3.6100217508,7866.5,12021.5,6.9887402849,0.18711737689,38.052595181,104,1,726.82898963,5.1221780864,37.287009834,315.28,270.33142918,1.4819265357,0.31818449018,0.71427938319,0.20643719549,21.264909692,30.187652857,0.040008203348,1371.2329971,26.06278269,9.7167789387,7.9396721624e-05,119.85901131,50.490085238,0.8550155118,5,20,1563,6319,0.19829992388,0.80170007612,0
1,194.8289173,125.25001002,224.5025454,37.339721114,36.994610175,28.329876406,-1.3516334957,-0.72816856436,-1.6425580167,0.35775898936,0.22999315308,0.41224785756,0,0,66,255,222,255,201.15961692,127.56424581,225.8443735,203.3608,130.0624,227.6336,-1.9846813725,-2.0238970588,-1.7775735294,-31.288041978,-15.384412318,-2.3747450135,65.428645349,69.047724341,46.340758567,38.937859613,44.201065931,29.224600785,185.625,108.1875,220,31.509671134,30.57003997,26.438608133,0.16974907008,0.28256536078,0.12017549151,-6.3854193341,-2.6674648928,-2.1741528664,9.0344547796,11.884068849,5.5497910675,0.75245098039,0.41789215686,0.75245098039,-12.245656671,-10.593770761,-2.3060575884,0.94086354285,0.92201504773,0.98983258325,0.78350483612,24947,1632,270613422.6,1.2762154261,24947,0,24947,212043685.62,0.20405829593,2.5579937304,2.3001510204,2.1642465742,0.60925161342,0.48265531851,1.8373472054,0.79611794202,1.3546918868,2.5831581711,24972.5,24972.5,5.9668332116,0.16375527952,18,232,0,1384.3053051,3.2858618369,13.744938551,593.97619048,2098.4661914,1.8376938282,0.3022072803,0.45878287841,0.21095367691,88.647154736,45.264514569,0.066837307589,449.96927387,15.224470098,9.0754990937,0.00018127014629,194.72380663,37.38315112,0.91597445133,21,20,6948,4022,0.27851044214,0.1612217902,0.56026776767
0,179.16636884,113.41562428,196.16075601,44.334750211,50.474318772,37.21654997,-0.64760994016,0.2623111828,-0.44591578904,0.36658624431,0.23205587087,0.40135788481,0,0,34,255,253,255,178.8137882,119.83511016,201.257285,153.03937729,95.0503663,176.78388278,25.916666667,26.725,24.713194444,75.243729966,141.52262908,44.963591502,77.425446049,86.873441171,61.008544136,49.311808118,53.120285698,39.11946328,199,123.375,209.125,14.722431864,19.681447482,15.97214372,0.07398206967,0.15952541019,0.076376060823,15.490140328,14.868809932,7.5917695062,33.739916743,38.459808272,20.384220403,0.37430555556,0.15833333333,0.37430555556,9.7381157895,7.5975638034,2.7409643471,1.0574763395,1.0717983657,1.0141710645,0.79910294657,43650,1780,4.16e+08,1.980952381,43650,0.19101123596,43650,2.1e+08,0.59528713439,2.0045045045,2.0013745704,2.0434467161,0.64050400916,0.31578555974,1.6893614632,0.80981321887,1.3735759034,2.1299425372,43599,43599,8.5923938131,0.22903414135,340,180,0,1546.6308864,25.390441427,25.430841467,1364.0625,6480.3802933,1.5320911443,0.3420329314,0.66942425171,0.22324036916,20.273277071,43.221057349,0.061836694108,863.89466517,20.693764688,9.5231375016,0.00020544639555,178.28150468,44.238031315,0.88276908434,7,24,2269,3942,0.051981672394,0.090309278351,0.85770904926
1,206.8116445,148.32620012,236.85656449,33.693566237,37.776794337,20.444328258,-1.468594254,-0.97805920455,-1.8298070938,0.34934729335,0.25055337996,0.4000993267,46,0,119,255,229,255,208.68358209,148.31044776,240.08955224,187.17655786,125.72700297,222.26854599,19.976851852,20.78587963,17.048611111,160.40999626,253.20171605,78.721855984,69.517760152,81.717290212,44.517997239,43.085758005,47.40948244,29.443910138,205.8125,149.1875,240.25,11.577017913,12.880308372,11.222187844,0.05625031479,0.086336377858,0.046710459287,33.620413873,42.404049613,20.761914182,35.506275197,45.184054908,20.94695003,0.10416666667,0.10416666667,0.017361111111,15.990711428,13.309555612,13.136165798,1.0837995663,1.098577147,1.0587168889,0.77677096966,5187,864,225842731.85,2.7189817434,5187,0,5187,83061510.946,0.88658874947,2.6503067485,3.6165102262,1.3169138958,0.41044919992,0.16679310665,2.2923226872,0.68510758852,2.1255295806,2.999132321,5173.5,5173.5,6.3100391589,0.12133928222,21.09502311,116,0,731.96454243,3.7801254572,35.24025212,2593.5,2263.5,1.6906060412,0.43877052636,0.59816869225,0.29230943483,140.88640732,5.0809266575,0.074494332535,329.10726027,13.284068663,8.6188816622,0.00027266752715,206.00619264,34.07462631,0.9264315199,1,0,330,0,0.063620589936,0,0.93637941006
0,233.24205336,175.7616448,239.72316633,25.288149376,40.331589605,21.16609293,-2.8733269132,-0.47381290971,-2.9512234183,0.35953814483,0.2709331992,0.36952865597,25,0,55,255,255,255,232.07635009,165.20763501,241.83612663,201.20058423,127.09347614,215.83349562,28.446428571,32.360863095,24.236607143,167.89261421,263.27578341,88.266894831,73.797635424,123.5938087,51.64392878,50.431550576,67.904858203,36.564846315,222.9375,183.6875,234.4375,12.39691872,27.490268164,11.800258207,0.05560714873,0.14965780559,0.050334345857,45.30648274,73.24742136,31.009411369,45.30648274,73.24742136,31.009411369,0,0,0,52.606745046,46.704239856,21.706616634,1.2912317948,1.3618873313,1.0995640774,0.81644528144,11357,1398,333443260.77,4.6604058074,11357,0.038626609442,11357,71548117.171,0.94238036756,2.487544484,2.1006636869,1.2380900467,0.47996830149,0.27883002311,1.6235386045,0.72109019893,1.3447085814,3.279558387,11369.5,11369.5,6.7699295709,0.09950011607,54,177,0,1198.2775341,6.1365825032,0,11357,0,1.2380900467,0,0.94238036756,0,34.172207657,0,0.13591487891,352.7222042,11.677763217,7.6572056376,0.0033802775782,231.2325694,26.524188499,0.86563307044,0,0,0,0,0,0,1
